gvkey,fyear,calyear,car,e,aaer
1675,1990,1990,0.175373916,0.008816002,0
1677,1990,1990,-0.106665177,-0.029903574,0
1678,1990,1990,-0.025563482,0.011830715,0
1686,1989,1990,0.067507623,0.019803435,0
1690,1990,1990,0.031647219,0.018483503,0
1693,1990,1990,-0.399512874,-0.029858023,0
1703,1990,1990,0.275961265,-0.13136826,0
1704,1990,1990,-0.011795973,-0.000234846,0
1706,1990,1990,-0.028359149,-0.01098923,0
1722,1990,1990,-0.053589945,-0.000507936,0
1724,1990,1990,-0.16248111,0.004811118,0
1729,1990,1990,0.432912649,0.036582872,0
1755,1990,1990,0.024005876,-0.063154817,0
1762,1990,1990,-0.014542873,0.010852057,0
1766,1990,1990,0.05342973,0.012792508,0
1773,1990,1990,0.22103581,0.000936792,0
1786,1990,1990,0.24425705,0.008854293,0
1789,1990,1990,0.014821625,0.012682782,0
1794,1990,1990,-0.067502043,-0.008010388,0
1820,1989,1990,-0.148061803,-0.06760817,0
1848,1990,1990,-0.013461209,0.014402293,0
1849,1990,1990,-0.09739418,0.039899938,0
1865,1990,1990,0.082517091,0.006420794,0
1877,1989,1990,0.07555909,0.004145373,0
1878,1989,1990,-0.09835063,0.009930236,0
1919,1990,1990,0.021796092,0.002524226,0
1943,1990,1990,-0.203135693,-0.13429967,0
1968,1990,1990,0.026731987,-0.009824557,0
1971,1990,1990,0.004419531,0.014674325,0
1974,1990,1990,0.183024716,0.001978417,0
1976,1990,1990,-0.021048077,-0.000188443,0
1981,1990,1990,0.063118617,-0.000594855,0
1988,1990,1990,0.114600874,0.009912998,0
2006,1989,1990,-0.008877216,0.009434349,0
2008,1990,1990,-0.093052157,0.006348616,0
2034,1990,1990,-0.036794543,0.012568636,0
2044,1990,1990,-0.014630838,-0.026380267,0
2049,1990,1990,-0.001961524,-0.01439401,0
2055,1990,1990,-0.046205278,-0.042719737,0
2085,1990,1990,-0.027506864,0.006503647,0
2086,1990,1990,0.030150577,0.002145932,0
2101,1990,1990,-0.130621697,-0.035167284,0
2111,1990,1990,0.022299278,0.003243585,0
2150,1990,1990,0.098656975,0.004346286,0
2154,1990,1990,0.128620832,0.004242321,0
2169,1990,1990,-0.046918861,-0.008053729,0
2189,1990,1990,0.035074956,0.003633466,0
2190,1990,1990,0.114318985,-0.012222322,0
2193,1990,1990,0.20908902,0.003775141,0
2201,1989,1990,-0.072662224,-0.038860183,0
2213,1990,1990,0.163193706,0.01677086,0
2226,1990,1990,0.106564733,-0.002828052,0
2230,1989,1990,0.011146794,0.016463505,0
2269,1989,1990,0.104907583,0.031562861,0
2270,1990,1990,0.151557867,-0.078142367,0
2282,1989,1990,-0.092523318,-0.023584146,0
2285,1990,1990,-0.016519578,0.010010815,0
2290,1990,1990,-0.148696005,-0.008712757,0
2308,1990,1990,0.069624111,0.00454849,0
2312,1990,1990,-0.050954509,-0.042776201,0
2316,1990,1990,-0.157792404,0.000800866,0
2337,1990,1990,0.053959351,-0.002799002,0
2346,1990,1990,0.152211391,-0.013618435,0
2352,1990,1990,0.10205009,-0.008585531,0
2375,1990,1990,-0.100759213,-0.013950892,0
2393,1990,1990,-0.040878292,0.053361677,0
2403,1990,1990,0.002163124,0.009556858,0
2436,1989,1990,-0.09732804,-0.015182536,0
2439,1990,1990,-0.26153249,-0.000245346,0
2443,1990,1990,-0.011881654,0.004564558,0
2444,1990,1990,-0.097838228,-0.008566104,0
2490,1990,1990,-0.201546156,-0.00724587,0
2498,1990,1990,-0.100963911,-0.024090346,0
2518,1990,1990,0.062067239,0.0046017,0
2527,1990,1990,0.029865514,0.008468182,0
2538,1990,1990,0.008002024,-0.028852323,0
2555,1989,1990,0.013131278,0.000334507,0
2562,1990,1990,0.047718053,0.011536694,0
2569,1990,1990,0.081302584,-0.027366797,0
2574,1990,1990,0.079079666,-0.006003636,0
2593,1990,1990,0.0471509,-0.023252448,0
2602,1990,1990,0.07100179,-0.006310937,0
2604,1990,1990,0.065919366,-0.06134513,0
2605,1990,1990,-0.129299479,-0.077166386,0
2616,1990,1990,-0.064326476,0.011341771,0
2625,1990,1990,0.008175083,0.003117025,0
2663,1990,1990,-0.037622576,-0.004596829,0
2697,1990,1990,0.100476274,-0.021410244,0
2698,1990,1990,0.033174002,-0.021980155,0
2771,1990,1990,-0.009434085,0.001067888,0
2781,1990,1990,-0.13641741,-0.032420646,0
2787,1990,1990,-0.005457137,-0.002872077,0
2797,1989,1990,0.01985746,-0.005701614,0
2800,1990,1990,0.166965634,-0.016650412,0
2802,1989,1990,-0.008898125,-0.013785961,0
2807,1989,1990,0.01009924,0.020302447,0
2811,1990,1990,-0.011365585,-0.078173235,0
2812,1990,1990,0.001883771,0.012462324,0
2817,1990,1990,0.09564873,0.001487152,0
2845,1989,1990,0.027526404,0.027598891,0
2917,1990,1990,0.008193908,-0.00469851,0
2938,1989,1990,-0.11151007,-0.019297365,0
2953,1990,1990,-0.010181177,0.003337412,0
2960,1990,1990,0.091558695,-0.094663911,0
2965,1990,1990,0.060702528,0.012609119,0
2982,1990,1990,0.031319418,-0.029266313,0
2991,1990,1990,0.045207109,0.019217772,0
3007,1990,1990,-0.023986906,0.005117231,0
3011,1990,1990,0.320621699,0.05082741,0
3022,1990,1990,-0.137711852,0.026178911,0
3026,1990,1990,-0.024251296,0.027301736,0
3048,1990,1990,0.389833069,-0.082460761,0
3054,1989,1990,0.018709492,-0.016466917,0
3063,1989,1990,0.069747739,0.014769848,0
3091,1990,1990,0.070454617,-0.012229264,0
3093,1990,1990,-0.008813871,0.008839674,0
3103,1990,1990,0.152034536,0.038488459,0
3107,1990,1990,0.09763975,-0.040813282,0
3121,1990,1990,-0.002987939,0.003123275,0
3122,1989,1990,-0.039969936,-0.12848672,0
3126,1990,1990,0.056605141,-0.10585137,0
3138,1990,1990,-0.01160783,-0.019885944,0
3144,1990,1990,0.059647735,0.018537417,0
3153,1990,1990,-0.084687935,-0.02136296,0
3157,1990,1990,-0.297070445,-0.058352169,0
3170,1990,1990,0.057872416,0.010548509,0
3172,1990,1990,-0.072503691,0.002131766,0
3216,1989,1990,0.0882721,0.047135249,0
3230,1990,1990,-0.066799511,-0.012083667,0
3239,1990,1990,-0.017028867,0.009618837,0
3246,1990,1990,0.011031784,0.011714586,0
3248,1990,1990,0.317295062,-0.033626575,0
3276,1990,1990,0.134038573,0.004291523,0
3278,1989,1990,0.121476999,0.010462011,0
3282,1990,1990,0.175650399,0.020122888,0
3289,1990,1990,0.046692318,-0.005758761,0
3291,1989,1990,0.106837298,0.005710642,0
3310,1989,1990,-0.150663247,-0.047304779,0
3333,1990,1990,-0.115517782,-0.058931813,0
3336,1989,1990,-0.003624085,0.013263551,0
3342,1990,1990,-0.061692856,0.001810245,0
3354,1989,1990,-0.138623833,-0.037009913,0
3362,1989,1990,0.024392561,0.004093072,0
3365,1990,1990,0.02975158,0.019910233,0
3366,1990,1990,0.11007056,0.018595045,0
3416,1990,1990,-0.045239057,-0.014849707,0
3422,1990,1990,-0.096645968,-0.01819782,0
3426,1990,1990,0.043753003,0.016033933,0
3480,1990,1990,0.17226789,0.029158097,0
3491,1990,1990,-0.018998264,0.006979559,0
3497,1990,1990,0.005204189,0.003671217,0
3502,1990,1990,0.072290246,0.007552674,0
3505,1990,1990,-0.069808334,0.004075802,0
3520,1990,1990,0.160563216,0.001207197,0
3524,1990,1990,-0.223933384,-0.048365772,0
3532,1990,1990,-0.0357842,0.003817746,0
3580,1990,1990,-0.023875182,-0.002036294,0
3586,1990,1990,0.137099457,0.023737999,0
3607,1990,1990,0.018071986,0.01261628,0
3610,1990,1990,0.070105293,-0.049693216,0
3612,1990,1990,-0.003708574,-0.026025422,0
3618,1990,1990,-0.021827419,-0.001581272,0
3619,1990,1990,-0.072028288,0.004884188,0
3622,1989,1990,0.085986811,-0.003211366,0
3647,1989,1990,0.238991126,0.005152604,0
3650,1990,1990,-0.120966733,-0.062647603,0
3657,1990,1990,-0.070084914,-0.061340582,0
3693,1990,1990,-0.14017757,-0.029191529,0
3705,1990,1990,-0.115397054,-0.026682097,0
3734,1990,1990,0.024902214,-0.018489717,0
3735,1990,1990,-0.007471515,-0.007624748,0
3736,1990,1990,0.085417222,-0.005979567,0
3756,1990,1990,-0.027152646,-0.12870905,0
3760,1990,1990,-0.194426636,-0.083723158,0
3761,1990,1990,0.256912673,-0.003706189,0
3769,1990,1990,-0.025223104,0.007853666,0
3772,1989,1990,0.063604199,0.002583507,0
3773,1990,1990,-0.194334641,-0.001697048,0
3776,1990,1990,-0.119655492,-0.030515011,0
3786,1990,1990,-0.000275187,-0.028090857,0
3813,1989,1990,0.067113582,0.036907218,0
3821,1989,1990,0.006994417,0.007675387,0
3824,1989,1990,-0.105620653,0.016398381,0
3835,1990,1990,-0.062415475,-0.005270116,0
3837,1990,1990,-0.035896149,0.013671089,0
3851,1990,1990,0.024593509,-0.011683286,0
3863,1990,1990,-0.007087169,0.00984776,0
3911,1990,1990,0.007020122,0.003047529,0
3916,1990,1990,-0.015978529,-0.023657855,0
3917,1990,1990,-0.18084124,-0.00398939,0
3930,1990,1990,0.083303995,-0.011794833,0
3935,1990,1990,0.258937751,0.022708097,0
3946,1990,1990,-0.151389131,-0.014029678,0
3955,1990,1990,-0.11425649,-0.009157641,0
3961,1990,1990,0.018336151,0.006834152,0
3964,1989,1990,-0.056516022,0.008311342,0
3971,1990,1990,0.008453861,-0.001377418,0
3980,1990,1990,-0.058373374,0.004839743,0
4001,1990,1990,-0.073576805,0.003911059,0
4016,1989,1990,0.037782351,-0.003711037,0
4036,1990,1990,0.145464893,0.007229226,0
4040,1990,1990,-0.046392522,2.30E-05,0
4060,1990,1990,-0.097030569,-0.000275008,0
4062,1990,1990,-0.127139062,-0.013525936,0
4066,1990,1990,-0.029588445,0.010787453,0
4069,1990,1990,-0.036214822,-0.00080897,0
4072,1990,1990,-0.026482881,-0.060203191,0
4073,1990,1990,0.061935609,-0.025171801,0
4078,1990,1990,0.037745837,0.023409778,0
4087,1990,1990,0.038965468,0.005191183,0
4094,1990,1990,-0.021676473,0.002245382,0
4100,1990,1990,0.121789408,-0.003145315,0
4108,1990,1990,-0.038590692,0.001516585,0
4132,1989,1990,-0.027519385,0.003591269,0
4145,1990,1990,0.034090085,0.006433478,0
4159,1990,1990,0.002406669,0.003672076,0
4168,1990,1990,0.155602404,0.023778031,0
4194,1990,1990,0.132723104,0.013053858,0
4199,1990,1990,-0.027905057,0.014122182,0
4204,1990,1990,-0.002168651,-0.005887828,0
4205,1990,1990,-0.159121772,-0.12929009,0
4213,1990,1990,0.118644765,0.014906934,0
4222,1990,1990,-0.010518324,-0.044657398,0
4223,1990,1990,0.359849313,-0.026507663,0
4273,1989,1990,0.000600364,0.007437415,0
4279,1990,1990,-0.056444691,-0.057262976,0
4321,1990,1990,-0.109066093,-9.23E-05,0
4329,1990,1990,0.404720825,0.029273238,0
4340,1990,1990,0.160977779,-0.062419441,0
4371,1990,1990,0.077345131,0.049521819,0
4390,1989,1990,0.016998177,0.008343803,0
4401,1990,1990,0.170094022,0.030828387,0
4411,1989,1990,-0.058445116,-0.093125567,0
4414,1990,1990,-0.042246048,-0.021536343,0
4423,1990,1990,0.204609361,0.026135011,0
4460,1990,1990,-0.031205697,0.002873113,0
4462,1990,1990,-0.008404531,-0.00232748,0
4479,1990,1990,-0.008948205,-0.002029093,0
4494,1990,1990,0.001619493,-0.006943444,0
4503,1990,1990,0.011491328,0.002968921,0
4510,1990,1990,-0.058773927,-0.14375487,0
4520,1990,1990,-0.018360806,0.00338522,0
4526,1990,1990,-0.070858943,-0.009969712,0
4530,1990,1990,0.04775642,-0.049053691,0
4560,1990,1990,0.18362377,0.02475306,0
4592,1989,1990,-0.015147012,-0.026811153,0
4598,1989,1990,0.12859626,-0.007984878,0
4600,1990,1990,-0.038495455,-0.035306413,0
4608,1990,1990,0.071430143,0.021671411,0
4635,1990,1990,0.021256043,-0.041815005,0
4641,1990,1990,-0.071762184,-0.004865523,0
4703,1990,1990,-0.031476209,0.022058738,0
4719,1990,1990,-0.038610306,-0.083126158,0
4768,1989,1990,-0.059385798,0.047553383,0
4769,1990,1990,0.074744882,0.010203135,0
4771,1990,1990,-0.017909354,-0.042521097,0
4779,1990,1990,0.046387713,-0.004658029,0
4790,1990,1990,-0.072682883,-0.000708201,0
4807,1989,1990,-0.04822498,-0.021370204,0
4809,1990,1990,0.054157192,-0.005907461,0
4817,1990,1990,-0.047478641,-0.004446842,0
4818,1990,1990,-0.055975437,-0.01074461,0
4819,1989,1990,-0.033388931,0.001399707,0
4834,1990,1990,0.00271527,-0.003864341,0
4839,1990,1990,-0.095006524,-0.020544155,0
4843,1989,1990,0.037120633,0.000114368,0
4856,1989,1990,0.185563572,-0.021181976,0
4864,1990,1990,-0.064770089,0.004080598,0
4918,1990,1990,0.095486709,-0.016506918,0
4926,1990,1990,0.086423269,0.026954919,0
4932,1990,1990,-0.058655476,-0.008226779,0
4936,1990,1990,0.113130547,0.005536294,0
4941,1990,1990,0.011071906,0.004310593,0
4972,1990,1990,-0.09523411,-0.02730825,0
4977,1990,1990,0.151861668,0.01389293,0
4988,1990,1990,-0.002719543,-0.004110112,0
4990,1989,1990,-0.019088811,0.025471844,0
4993,1990,1990,0.192462042,0.023091523,0
5032,1990,1990,0.047875115,-0.016085356,0
5043,1990,1990,-0.006265812,-0.054307148,0
5047,1990,1990,0.026398969,0.004748138,0
5073,1990,1990,0.033572219,-0.019667165,0
5087,1990,1990,-0.053321461,-0.003817785,0
5109,1989,1990,0.11038416,0.0041804,0
5116,1990,1990,0.21148699,-0.033794053,0
5122,1990,1990,-0.303624171,-0.14514495,0
5124,1989,1990,0.010051524,0.036378499,0
5125,1990,1990,-0.043617018,0.00180386,0
5134,1990,1990,0.128807503,-0.000777581,0
5141,1989,1990,0.053483627,0.030753644,0
5142,1989,1990,-0.057878483,-0.00316736,0
5151,1989,1990,-0.154379858,-0.000728578,0
5160,1990,1990,-0.030762968,0.008331971,0
5161,1990,1990,0.122621867,0.001229587,0
5166,1990,1990,-0.066530151,-0.006411704,0
5169,1990,1990,0.053719555,0.047249593,0
5210,1989,1990,-0.129171541,-0.031593673,0
5229,1990,1990,0.034027807,-0.005938873,0
5234,1990,1990,0.048505417,-0.025361989,0
5247,1990,1990,0.077440422,0.005785894,0
5250,1990,1990,-0.051038768,-0.001676907,0
5252,1990,1990,-0.004820054,0.007128814,0
5256,1990,1990,-0.04713069,-0.001101516,0
5275,1989,1990,-0.088772928,-0.039484806,0
5301,1989,1990,0.020384851,0.002641162,0
5306,1990,1990,0.030198314,0.007436354,0
5334,1989,1990,-0.085238616,-0.011303578,0
5339,1990,1990,-0.140818384,-0.014120207,0
5342,1990,1990,0.067935205,0.004157373,0
5361,1990,1990,-0.063014698,0.01328932,0
5369,1990,1990,-0.125675677,-0.11262763,0
5378,1990,1990,-0.055746776,-0.009998866,0
5420,1990,1990,0.164046538,0.01035701,0
5439,1990,1990,0.159364887,0.000736583,0
5451,1990,1990,-0.047867776,0.036542565,0
5458,1989,1990,-0.094124936,-0.010318391,0
5460,1990,1990,0.103721875,-0.010659168,0
5464,1990,1990,0.008031116,0.021905553,0
5465,1990,1990,0.03297941,0.005066625,0
5468,1990,1990,0.045226889,-0.006479255,0
5476,1990,1990,-0.149319739,-0.012959298,0
5485,1990,1990,-0.175942046,0.015275659,0
5492,1990,1990,-0.035954677,0.004438332,0
5496,1990,1990,-0.019155993,0.025843309,0
5505,1990,1990,-0.158750722,-0.041585639,0
5518,1990,1990,0.028453764,0.004130059,0
5539,1990,1990,0.103371109,0.001906977,1
5560,1990,1990,-0.02072323,0.02214952,0
5561,1990,1990,-0.019630324,-0.00940682,0
5564,1989,1990,0.041518464,-0.004393348,0
5572,1989,1990,-0.112254976,0.004572314,0
5574,1989,1990,-0.202180505,-0.019899081,0
5578,1990,1990,-0.134874787,-0.036835171,0
5581,1990,1990,0.009118919,0.017464144,0
5589,1990,1990,-0.00260489,-0.004423845,0
5597,1990,1990,-0.078793095,0.00177001,0
5606,1990,1990,-0.147764608,-0.011987379,0
5608,1990,1990,-0.029855693,-0.016117251,0
5632,1989,1990,-0.204711576,-0.085178338,0
5639,1990,1990,-0.146925355,-6.43E-05,0
5643,1990,1990,-0.084398459,-0.008544718,0
5660,1989,1990,-0.16508092,-0.048574723,0
5680,1989,1990,0.083928846,0.028572377,0
5686,1990,1990,-0.052523286,-0.023754973,0
5690,1990,1990,0.093443718,0.003814007,0
5691,1989,1990,-0.126647697,-0.003929183,0
5693,1990,1990,0.163338582,0.034042984,0
5697,1990,1990,0.211972342,0.010458623,0
5705,1990,1990,-0.010343708,-0.033267777,0
5709,1990,1990,0.011747831,-0.018500373,0
5712,1990,1990,-0.000500578,-0.011691519,0
5714,1990,1990,-0.341351304,-0.016937792,0
5750,1989,1990,-0.213533663,-0.091409035,0
5772,1990,1990,0.181157125,0.019576989,0
5774,1989,1990,-0.094019915,0.008739831,0
5782,1990,1990,-0.256124396,-0.046020646,0
5783,1990,1990,-0.036569656,-0.013314429,0
5788,1990,1990,-0.152525415,-0.027985381,0
5791,1990,1990,0.039868385,0.000894215,0
5824,1990,1990,0.001688002,-0.062774479,0
5848,1990,1990,-0.014835202,0.011387414,0
5878,1990,1990,-0.075834054,0.003775689,0
5886,1990,1990,-0.100211095,-0.052888937,0
5903,1990,1990,0.070187606,-0.026672222,0
5905,1990,1990,0.085444549,0.012078448,0
5959,1990,1990,-0.023891008,-0.003477939,0
5961,1990,1990,0.361581457,-0.058623902,0
5968,1990,1990,-0.193616239,-0.047908626,0
5977,1990,1990,-0.10871562,-0.05141861,0
5986,1990,1990,-0.033214627,0.029676216,0
6003,1989,1990,0.05511655,-0.000825846,0
6008,1990,1990,0.122564391,0.013143618,0
6034,1990,1990,-0.211136981,-0.002053136,0
6036,1990,1990,-0.315182211,-0.012386728,0
6038,1990,1990,0.35832802,0.026515698,0
6042,1989,1990,-0.356800341,-0.004639754,0
6066,1990,1990,0.059227935,0.011565181,0
6074,1990,1990,0.017999844,0.017140554,0
6078,1990,1990,0.032911176,0.006960751,0
6097,1990,1990,0.157003803,0.026636615,0
6102,1989,1990,-0.090803356,-0.001396722,0
6104,1990,1990,0.039618882,0.006692755,0
6111,1990,1990,-0.108011259,-0.046042871,0
6115,1990,1990,0.090987699,0.012408284,0
6121,1989,1990,-0.002868215,0.018794054,0
6127,1990,1990,0.046883519,0.043286454,0
6135,1990,1990,-0.026826266,0.014096648,0
6136,1990,1990,-0.067109387,0.004714774,0
6151,1990,1990,0.145452468,0.007640604,0
6192,1990,1990,-0.180617316,-0.001805762,0
6196,1990,1990,-0.138275285,-0.10120142,0
6204,1990,1990,-0.017206896,0.000491694,0
6207,1990,1990,0.110530602,-0.000883917,0
6213,1990,1990,-0.283328139,-0.016844824,0
6216,1990,1990,-0.035879114,0.018621886,0
6217,1989,1990,0.011100486,0.000763176,0
6223,1990,1990,0.048687598,0.001117811,0
6266,1990,1990,-0.006067783,-0.015089767,0
6288,1990,1990,-0.045816249,-0.008734818,0
6297,1990,1990,0.09917331,0.002410782,0
6304,1990,1990,-0.008250621,0.006593635,0
6307,1989,1990,-0.062478584,-0.006188668,0
6326,1990,1990,0.001657987,-0.003433645,0
6331,1990,1990,0.050554853,-0.12901917,0
6335,1990,1990,0.087348863,0.016449727,0
6347,1990,1990,0.07488753,0.007034415,0
6357,1990,1990,-0.010148243,-4.66E-05,0
6370,1990,1990,-0.10024493,-0.008028268,0
6375,1990,1990,0.073642026,0.022221521,0
6376,1989,1990,-0.264361433,-0.054264687,0
6379,1990,1990,-0.02347479,-0.000345532,0
6386,1990,1990,-0.116393632,0.00614121,0
6403,1990,1990,0.005192829,0.002710943,0
6416,1990,1990,-0.180505066,0.022961102,0
6427,1990,1990,0.106326261,0.001713308,0
6433,1990,1990,0.247703798,0.027964786,0
6435,1990,1990,0.006111386,0.023434084,0
6450,1990,1990,-0.129664299,0.031900819,0
6461,1990,1990,-0.044839729,-0.064168029,0
6475,1990,1990,-0.090940562,0.006281945,0
6477,1989,1990,-0.193611953,-0.059101898,0
6502,1990,1990,0.2013775,-0.006848466,0
6507,1990,1990,0.081368722,-0.00021435,0
6509,1990,1990,0.086162875,-0.073342316,0
6527,1990,1990,-0.050226432,-0.1170737,0
6529,1990,1990,0.040337578,-0.009357884,0
6532,1990,1990,0.047148937,-0.068154022,0
6539,1990,1990,0.209307525,0.006604995,0
6541,1990,1990,-0.056939708,-0.030331505,0
6543,1989,1990,-0.0229361,-0.011704201,0
6548,1990,1990,0.211685932,-0.007684202,0
6552,1990,1990,-0.049572448,-0.067416795,0
6565,1990,1990,0.203339041,0.005097719,0
6571,1990,1990,-0.052739697,-0.003802975,0
6573,1990,1990,-0.262848428,-0.051380508,0
6574,1990,1990,-0.08765707,-0.004656671,0
6617,1990,1990,-0.228206642,-0.003981749,0
6618,1990,1990,-0.074259394,0.013007773,0
6639,1990,1990,0.018346021,0.016330751,0
6649,1990,1990,0.08284253,-0.004984769,0
6669,1990,1990,-0.011019593,-0.022324262,0
6678,1990,1990,0.042923372,0.034285266,0
6701,1990,1990,-0.124473563,-0.018606003,0
6714,1990,1990,-0.171761684,-0.050095052,0
6730,1990,1990,-0.066603733,0.003738954,0
6731,1990,1990,-0.059481122,-0.022379253,0
6733,1989,1990,0.018812885,0.007876594,0
6744,1990,1990,0.070447003,-0.09147539,0
6745,1990,1990,0.042814961,0.002631566,0
6765,1990,1990,-0.002495162,0.001760281,0
6768,1990,1990,0.154593161,0.027937626,0
6774,1990,1990,-0.090757253,0.010306146,0
6785,1989,1990,-0.080961168,-0.005602265,0
6802,1989,1990,0.024434098,0.00223364,0
6803,1990,1990,0.075912419,0.006327298,0
6807,1989,1990,0.032617563,-0.006246402,0
6815,1990,1990,-0.027068687,-0.005379727,0
6819,1990,1990,0.044322268,0.005738151,0
6821,1990,1990,-0.020888803,-0.021766368,0
6829,1989,1990,0.109349642,0.005769188,0
6830,1990,1990,0.076114953,0.034731537,0
6831,1990,1990,3.53E-05,-0.004845612,0
6837,1990,1990,0.026494116,0.021210194,0
6842,1989,1990,0.026897036,-0.026828747,0
6873,1990,1990,-0.079282031,-0.098342136,0
6876,1989,1990,0.016582662,-0.000520126,0
6900,1990,1990,-0.098805404,-0.016084474,0
6919,1990,1990,-0.067313202,-0.034420151,0
6922,1989,1990,-0.168062645,-0.0028751,0
6994,1990,1990,-0.012924363,-0.021615701,0
6998,1989,1990,0.055995932,-0.020059668,0
7008,1990,1990,0.064582706,0.012234738,0
7059,1989,1990,0.518433851,0.004342256,0
7063,1990,1990,-0.025550065,-0.07409285,0
7070,1989,1990,0.071620153,0.009520742,0
7074,1990,1990,0.065049023,-0.013744175,0
7077,1990,1990,0.008963753,0.010479459,0
7085,1990,1990,-0.036270157,-0.043508299,0
7086,1990,1990,0.127679187,-0.093093194,0
7116,1990,1990,0.017653959,-0.012626603,0
7123,1989,1990,0.10376345,0.022462381,0
7127,1989,1990,0.061284504,0.007085569,0
7139,1990,1990,-0.062084291,-0.007648278,0
7146,1990,1990,0.088463919,-0.005248099,0
7152,1989,1990,-0.104319476,-0.082071982,0
7154,1990,1990,-0.198057972,0.003854508,0
7155,1990,1990,0.033765673,-0.02578916,1
7163,1990,1990,0.034208132,0.001247165,0
7171,1989,1990,0.104768002,-0.0102381,0
7182,1990,1990,0.057842013,0.001442148,0
7203,1990,1990,0.058172999,0.012954694,0
7206,1990,1990,0.156138076,0.01097369,0
7217,1990,1990,0.297191494,-0.086228758,0
7219,1990,1990,0.354602055,-0.123174,0
7228,1989,1990,-0.026246731,-0.019460982,0
7241,1990,1990,-0.071725692,0.000446892,0
7250,1989,1990,-0.111640187,0.005400438,0
7251,1990,1990,-0.048103654,-0.012658611,0
7257,1990,1990,0.063894849,0.01543861,0
7260,1990,1990,-0.031432039,-0.017774841,0
7272,1989,1990,0.079166797,0.03883411,0
7278,1989,1990,-0.065040571,-0.047143601,0
7291,1989,1990,-0.147875541,0.014431572,0
7316,1989,1990,-0.027288532,-0.12525079,0
7333,1990,1990,0.422080653,0.01104517,0
7401,1989,1990,0.071094923,-0.002032809,0
7409,1990,1990,-0.02220351,-0.064117871,0
7435,1990,1990,-0.029324218,0.002043005,0
7466,1989,1990,0.101493074,0.00917076,0
7475,1990,1990,-0.002286833,0.000747676,0
7481,1990,1990,0.006187981,0.011434835,0
7486,1989,1990,-0.075323183,0.013293508,0
7503,1989,1990,-0.04558767,0.034840491,0
7506,1990,1990,0.026366347,0.004855858,0
7515,1990,1990,0.084833565,-0.024110502,0
7536,1990,1990,-0.014493922,-0.006211487,0
7554,1990,1990,-0.184485377,-0.003276564,0
7567,1990,1990,-0.061982742,-0.006888002,0
7574,1990,1990,0.253466572,0.013744035,0
7578,1990,1990,-0.001962428,0.0011577,0
7585,1990,1990,-0.131677457,-0.010489544,0
7620,1990,1990,0.031101235,0.00025497,0
7636,1990,1990,-0.023235786,0.000498987,0
7637,1989,1990,-0.007438524,0.025806395,0
7648,1990,1990,-0.146083852,-0.002541665,0
7679,1990,1990,-0.005893458,0.01253891,0
7691,1990,1990,0.246980875,0.00535752,0
