gvkey,fyear,calyear,car,e,aaer
24335,1994,1994,-0.037899324,-0.15234651,0
24338,1994,1994,-0.023285553,-0.016178587,0
24344,1994,1994,0.046066556,-0.013471687,0
24345,1994,1994,0.004858176,-0.035336971,0
24352,1994,1994,0.103042547,0.005593524,0
24353,1994,1994,-0.10619825,0.001743538,0
24356,1994,1994,-0.093130556,0.000161959,0
24357,1994,1994,0.225462953,0.010151972,0
24360,1993,1994,0.169270202,0.013735658,0
24384,1994,1994,-0.061751327,0.021248797,0
24389,1994,1994,0.131699241,0.033776745,0
24396,1994,1994,0.09670738,-0.001124559,0
24398,1994,1994,-0.048872449,-0.078458272,0
24405,1994,1994,-0.001278229,0.001119532,0
24409,1994,1994,-0.146039712,0.025379227,0
24415,1994,1994,-0.171957994,0.027680522,0
24419,1993,1994,0.091391249,-0.017623752,0
24430,1994,1994,-0.116513921,-0.008879179,0
24464,1994,1994,0.043976746,-0.002409885,0
24468,1994,1994,0.052999757,0.054118391,0
24474,1993,1994,0.008195878,-0.001809821,0
24483,1993,1994,0.236850283,0.008960252,0
24484,1993,1994,-0.128297368,-0.014516013,0
24489,1994,1994,0.034673495,0.022035394,0
24491,1994,1994,0.172886078,-0.0048927,0
24493,1993,1994,0.155886637,-0.020227488,0
24505,1994,1994,0.031781442,0.006772416,0
24522,1993,1994,-0.074101328,-0.015185441,0
24530,1994,1994,-0.066394335,0.0004234,0
24531,1994,1994,0.048706379,0.001987865,0
24543,1994,1994,-0.434809062,0.003142579,0
24548,1994,1994,0.033841059,0.012366989,0
24607,1994,1994,-0.029732653,0.002766859,0
24608,1994,1994,-0.063337928,-0.041090932,0
24614,1993,1994,0.086692433,0.026376378,0
24617,1994,1994,0.248790976,-0.000133686,0
24621,1993,1994,-0.314801286,0.002943105,0
24622,1994,1994,-0.104264518,0.01683433,0
24623,1994,1994,0.167396868,0.035392661,0
24643,1994,1994,0.227867666,-0.008199008,0
24648,1994,1994,-0.0216054,-0.019822769,0
24651,1993,1994,0.091034239,-0.007185455,0
24660,1994,1994,0.204052901,0.031896763,0
24661,1994,1994,0.207979816,0.019150231,0
24662,1994,1994,0.041693478,-0.14313379,0
24667,1994,1994,0.003389814,0.00501775,0
24671,1994,1994,-0.154524529,-0.038738705,0
24675,1994,1994,-0.084356175,0.015970564,0
24692,1994,1994,-0.363960072,0.000220986,0
24704,1994,1994,-0.000578362,0.003621509,0
24713,1993,1994,-0.059146863,-0.011696429,0
24720,1994,1994,-0.016964366,-0.005566603,0
24723,1994,1994,0.066011424,0.034640189,0
24767,1994,1994,-0.155570521,-0.14971469,0
24768,1994,1994,0.072811895,0.002752036,0
24779,1994,1994,0.04650896,-0.10722809,0
24782,1994,1994,-0.215595223,0.007797992,0
24783,1994,1994,0.002035815,0.013432259,0
24791,1994,1994,0.046905174,-0.039458815,0
24792,1994,1994,-0.313838072,-0.011513581,0
24793,1994,1994,0.214323042,-0.000744976,0
24800,1994,1994,-0.069479973,0.010666535,0
24803,1994,1994,-0.176953737,-0.066414267,0
24808,1994,1994,0.691949052,-0.055333413,0
24813,1994,1994,-0.12054333,-0.02252236,0
24837,1994,1994,0.109098609,0.02312535,0
24849,1994,1994,0.156244858,-0.013512875,0
24857,1994,1994,0.134414701,0.025458841,0
24858,1994,1994,0.052404702,-0.003098908,0
24859,1994,1994,-0.106705292,0.039318733,0
24867,1993,1994,0.117535751,0.00936073,0
24878,1994,1994,0.159418303,0.039562367,0
24881,1994,1994,0.089944739,-0.019196767,0
24887,1994,1994,-0.345552764,-0.041954182,0
24888,1993,1994,-0.177352259,-0.10841641,0
24893,1994,1994,-0.25653503,0.002106138,0
24902,1994,1994,-0.03347768,-0.040287327,0
24904,1994,1994,0.140156764,-0.10474905,0
24908,1994,1994,-0.113768719,0.044279277,0
24919,1993,1994,-0.004808671,-0.040932488,0
24925,1994,1994,-0.01301918,-0.03382038,0
24926,1994,1994,0.235422888,0.036685739,0
24927,1994,1994,0.016186836,0.007902287,0
24928,1994,1994,0.050433859,-0.036920197,0
24931,1994,1994,0.03815468,0.003623542,0
24948,1994,1994,0.013174412,-0.048727259,0
24951,1994,1994,-0.147751218,0.045057088,0
24969,1994,1994,0.003279805,0.007955543,0
24971,1994,1994,0.09603039,-0.12925903,0
24974,1994,1994,0.038506347,0.011236164,0
24975,1994,1994,-0.108487528,0.007903609,0
24977,1994,1994,0.073150239,-0.007742173,0
24988,1994,1994,-0.088419998,-0.14507511,0
24991,1994,1994,0.385605477,0.007789275,0
24997,1993,1994,-0.081434306,-0.011547792,0
24999,1994,1994,0.071677273,-0.006582411,0
25012,1994,1994,0.068063363,0.029403878,0
25015,1994,1994,-0.162755127,-0.038527399,0
25020,1993,1994,0.071201366,-0.029920934,0
25025,1994,1994,0.155425397,0.005687677,0
25028,1994,1994,-0.242567969,-0.00268449,0
25031,1994,1994,-0.026710691,0.012005856,0
25051,1994,1994,0.06276211,0.007987029,0
25056,1994,1994,0.413925055,0.001793739,0
25062,1994,1994,0.0812452,0.022438277,0
25067,1994,1994,-0.203960461,-0.006920761,0
25069,1994,1994,0.117079385,0.029754002,0
25076,1994,1994,0.010711375,0.008326991,0
25082,1994,1994,-0.248492616,0.006780526,0
25091,1994,1994,0.075760067,0.004354936,0
25096,1994,1994,-0.012530406,-0.038101453,0
25099,1993,1994,0.087331774,0.008828621,0
25108,1993,1994,-0.139555467,-0.03242394,0
25110,1994,1994,-0.133863553,-0.028816864,0
25111,1994,1994,-0.108431361,-0.00536649,0
25114,1994,1994,0.002781159,-0.009424565,0
25115,1994,1994,-0.166749676,0.019619426,0
25118,1994,1994,-0.20658785,0.020607049,0
25119,1994,1994,-0.216837595,-0.038775504,0
25124,1994,1994,-0.032268192,0.028067725,0
25130,1994,1994,0.146268866,0.048131,0
25134,1994,1994,0.061740838,0.051447041,0
25146,1994,1994,0.110197082,-0.00437351,0
25154,1994,1994,-0.070934406,0.007530045,0
25157,1994,1994,0.146150159,0.007792766,0
25166,1994,1994,-0.115452224,-0.049545307,0
25167,1993,1994,-0.171136722,0.006132782,0
25175,1994,1994,0.047547909,0.053829446,0
25181,1994,1994,-0.013666844,0.02065333,0
25183,1994,1994,0.043670434,-0.007758881,0
25185,1993,1994,-0.189620614,-0.13864294,0
25186,1994,1994,0.135790794,0.001208493,0
25195,1993,1994,0.05059189,-0.002549589,0
25197,1993,1994,-0.124070757,-0.007239026,0
25202,1994,1994,0.248620181,0.02635042,0
25208,1994,1994,0.059487239,0.0065599,0
25209,1993,1994,-0.134154599,-0.1221097,0
25212,1994,1994,0.324446541,-0.021695258,0
25216,1994,1994,-0.030629435,-0.008311429,0
25223,1994,1994,-0.166573367,-0.037195455,0
25227,1994,1994,0.000669752,0.005441352,0
25240,1994,1994,-0.10617852,0.017959656,0
25243,1994,1994,0.218029309,-0.14894336,0
25271,1994,1994,-0.201449707,-0.009332418,0
25272,1994,1994,0.019679745,0.054645587,0
25275,1994,1994,-0.006945713,0.007610132,0
25276,1993,1994,-0.037562312,-0.015179741,0
25279,1994,1994,0.066256893,0.002095376,0
25283,1993,1994,-0.149207272,0.023908366,0
25295,1994,1994,0.142002567,0.037239663,0
25302,1994,1994,0.241742149,0.026227945,0
25313,1993,1994,0.364807608,0.011288316,0
25326,1994,1994,-0.053539733,0.010037961,0
25331,1994,1994,-0.091768484,0.009379866,0
25334,1994,1994,-0.136133757,0.018759025,0
25338,1993,1994,0.179455384,0.003626324,0
25341,1994,1994,0.041979628,0.004135572,0
25342,1994,1994,0.119262874,-0.005861579,0
25352,1994,1994,-0.491957459,-0.014217923,0
25353,1993,1994,0.016533623,-0.004410038,0
25355,1994,1994,0.072364643,0.003666573,0
25357,1993,1994,0.086136139,-0.002763182,0
25361,1994,1994,0.099723508,-0.014724407,0
25362,1994,1994,-0.207959834,-0.006725303,0
25375,1994,1994,0.321875362,0.018163174,0
25384,1993,1994,-0.084096023,-0.010867572,0
25389,1994,1994,0.129723954,0.017854605,0
25390,1994,1994,-0.032585715,0.006011603,0
25398,1994,1994,-0.285653435,-0.056704614,0
25422,1994,1994,0.039368633,-0.006039072,0
25431,1994,1994,0.090416697,-0.005239084,0
25434,1994,1994,0.10160749,0.019493645,0
25441,1994,1994,0.547599049,0.007272646,0
25460,1994,1994,-0.07769745,-0.027346082,0
25523,1994,1994,-0.253589548,-0.080662489,0
25563,1994,1994,0.618495015,0.001703542,0
25571,1993,1994,0.154601902,0.013521431,0
25572,1994,1994,-0.043563749,0.034525499,0
25575,1993,1994,-0.146761916,-0.002104303,0
25579,1994,1994,-0.413794794,-0.027026478,0
25598,1994,1994,-0.450622817,0.000532576,0
25611,1994,1994,0.09194513,0.00424295,0
25613,1994,1994,0.182785891,0.016695397,0
25616,1994,1994,0.087470649,-0.019547487,0
25622,1994,1994,-0.091582431,0.025699811,0
25627,1994,1994,-0.049831212,0.015728295,0
25631,1994,1994,-0.184743536,0.00763895,0
25647,1994,1994,0.023703667,-0.037413854,0
25669,1993,1994,0.084831661,0.034088247,0
25670,1993,1994,-0.027161636,0.002172438,0
25676,1994,1994,0.098427846,0.031812508,0
25688,1994,1994,-0.183854419,-0.11898983,0
25694,1993,1994,0.003534643,-0.046724226,0
25720,1993,1994,0.233208804,0.001304424,0
25732,1994,1994,-0.021057639,0.015246825,0
25737,1994,1994,-0.060766861,0.004359002,0
25747,1994,1994,0.118288859,0.028294666,0
25748,1994,1994,-0.009679971,-0.019265527,0
25749,1994,1994,-0.040118298,0.016552465,0
25755,1993,1994,-0.256055906,-0.021167904,0
25760,1994,1994,-0.176723748,-0.046307281,0
25767,1993,1994,-0.079622356,-0.004198818,0
25771,1993,1994,-0.006611137,-0.050755601,0
25773,1994,1994,-0.322309283,0.012571104,0
25774,1994,1994,0.095304273,0.036209133,0
25777,1994,1994,0.12100728,0.003219881,0
25785,1993,1994,0.019561644,0.004897878,0
25786,1994,1994,0.049961252,-0.085127696,0
25799,1994,1994,-0.10988454,0.000722316,0
25801,1993,1994,-0.221216918,-0.020846114,0
25803,1994,1994,-0.056254299,-0.041724566,0
25804,1994,1994,0.099746809,0.021116812,0
25806,1994,1994,-0.053342969,-0.002179504,0
25807,1993,1994,0.192714706,0.014100669,0
25813,1993,1994,0.157538329,0.015716966,0
25844,1994,1994,0.036279487,0.004306302,0
25862,1994,1994,-0.16952191,-0.014690015,0
25863,1994,1994,-0.114109455,-0.12684754,0
25864,1993,1994,0.03835835,-0.10238437,0
25870,1994,1994,-0.03112004,0.002787974,0
25878,1994,1994,0.185462922,0.004552956,0
25880,1993,1994,0.033485064,0.015811821,0
25896,1993,1994,0.24622053,-0.040943112,0
25899,1994,1994,0.088515575,0.036722891,0
25900,1993,1994,-0.253178518,0.005936955,0
25916,1994,1994,0.418057913,0.055504486,0
25918,1994,1994,0.033261247,-0.012464876,0
25922,1994,1994,0.035610343,0.006338033,0
25923,1994,1994,-0.107646971,-0.001827709,0
25944,1994,1994,0.212154553,0.02185623,0
25946,1993,1994,0.18062286,-0.060251191,0
25949,1994,1994,-0.423516581,-0.14848986,0
25956,1994,1994,0.026159544,-0.005184125,0
25958,1994,1994,-0.106390552,0.025529485,0
25964,1994,1994,-0.088976829,-0.074147739,0
25966,1994,1994,0.038242749,0.009241416,0
25981,1994,1994,-0.451878785,-0.000592581,0
25983,1994,1994,-0.066563044,0.032647569,1
25987,1994,1994,-0.121154324,0.037467919,0
25989,1994,1994,0.049924429,-0.12544292,0
25991,1993,1994,-0.491957459,0.039343636,0
25992,1994,1994,0.102820465,0.008858268,0
26004,1994,1994,0.116905016,0.012056592,0
26008,1994,1994,0.201710733,0.010669452,0
26010,1994,1994,0.070080391,-0.005467629,0
26011,1993,1994,0.170193355,0.02452494,0
26012,1993,1994,0.065223162,-0.072048917,0
26013,1994,1994,-0.003619016,-0.03360074,0
26014,1994,1994,0.020848777,-0.002502955,0
26015,1994,1994,0.175407029,0.011268624,1
26019,1993,1994,-0.072840576,0.003056144,0
26021,1994,1994,0.073262405,0.000823373,0
26023,1994,1994,-0.074674181,-0.012335168,0
26036,1994,1994,-0.259839278,-0.011930129,0
26037,1994,1994,0.321462828,0.010879564,0
26044,1994,1994,-0.201947421,-0.09306509,0
26582,1994,1994,0.29987978,0.024540845,0
26898,1994,1994,0.170001251,-0.008459705,0
27763,1993,1994,0.296292809,0.007838503,0
27776,1994,1994,-0.051738687,-0.042882308,0
27782,1994,1994,0.017014519,0.017260853,0
27785,1993,1994,0.060780816,0.010700678,0
27789,1994,1994,0.151069148,-0.048635241,0
27823,1994,1994,0.225076325,0.02762782,0
27828,1994,1994,-0.299184453,-0.097558141,0
27842,1994,1994,-0.05640974,0.005323277,0
27845,1994,1994,0.201950173,0.018659614,0
27873,1994,1994,0.026533152,0.006628063,0
27894,1994,1994,0.019599523,0.002431396,0
27903,1994,1994,-0.47908356,0.016015219,0
27908,1994,1994,-0.021954817,0.032124147,0
27919,1994,1994,0.302499907,0.045425609,0
27920,1994,1994,-0.173511244,-0.006900158,0
27923,1994,1994,0.147852228,0.036485095,0
27924,1994,1994,0.144777094,0.043003727,0
27925,1994,1994,0.209783563,0.011190157,0
27926,1994,1994,0.017671261,0.006905541,0
27930,1994,1994,-0.077964963,0.008118016,0
27933,1993,1994,-0.165126173,-0.011694486,0
27936,1994,1994,0.237436345,-0.002067746,0
27940,1994,1994,-0.008769119,0.030119466,0
27957,1994,1994,-0.054058398,-0.021244634,0
27960,1994,1994,0.006762008,-0.014223115,0
27961,1994,1994,-0.027322361,-0.001385771,0
27969,1994,1994,-0.219317069,-0.030539194,0
27980,1994,1994,0.024847272,0.031051721,0
27981,1994,1994,-0.097565689,-0.013832167,0
27997,1994,1994,-0.258194201,-0.011766624,0
28008,1994,1994,0.091499823,0.012477266,0
28010,1994,1994,0.081348129,-0.002880262,0
28016,1994,1994,0.02620993,-0.003686582,0
28019,1994,1994,-0.338002754,-0.070185572,0
28025,1994,1994,-0.054686257,0.013631732,0
28026,1994,1994,-0.0843282,0.006783309,0
28064,1994,1994,0.062038427,0.011806716,0
28118,1994,1994,0.04693072,0.047336709,0
28127,1994,1994,-0.174680192,-0.098724879,0
28130,1994,1994,0.0869977,0.01807995,0
28138,1994,1994,-0.106178775,0.004446918,0
28139,1994,1994,0.435637173,0.021917583,0
28147,1994,1994,-0.00282018,0.008242513,0
28166,1994,1994,0.521761042,-0.090754382,0
28176,1994,1994,0.038549574,0.009343321,0
28190,1994,1994,-0.116960241,-0.008260824,0
28194,1994,1994,0.061259117,0.030185824,0
28195,1994,1994,-0.06448942,-0.038046282,0
28214,1994,1994,0.022192723,0.008652194,0
28248,1994,1994,-0.110129868,-0.06989532,0
28253,1994,1994,0.290139481,-0.003860785,0
28256,1994,1994,0.051392555,0.015601004,0
28258,1994,1994,-0.20877029,0.008362004,0
28266,1994,1994,-0.145143304,0.013873941,0
28276,1994,1994,-0.084726006,0.003620392,0
28279,1994,1994,-0.026042881,0.006233575,0
28295,1994,1994,0.050115476,0.018322121,0
28305,1994,1994,-0.236185781,0.001885126,0
28319,1994,1994,-0.229449238,0.005726809,0
28325,1994,1994,-0.063707209,-0.016986329,0
28337,1994,1994,-0.159226617,-0.028169703,0
28338,1994,1994,-0.035134713,0.007896716,0
28362,1994,1994,-0.345637586,-0.057586756,0
28388,1994,1994,-0.18781292,0.016539875,0
28391,1994,1994,0.023786561,0.003201335,0
28410,1994,1994,0.047662447,-0.014606945,0
28414,1994,1994,0.177087195,0.040027972,0
28435,1994,1994,-0.233116559,-0.000138979,0
28477,1994,1994,0.13086138,0.011141016,0
28478,1994,1994,-0.021172108,-0.044529215,0
28481,1994,1994,-0.107541425,-0.022839116,0
28491,1994,1994,-0.021438355,-0.008169125,0
28502,1994,1994,0.29898143,0.029572662,0
28518,1994,1994,-0.200865456,0.002695205,0
28521,1994,1994,-0.386533071,-0.010361914,0
28524,1994,1994,-0.133425139,-0.078246638,0
28530,1994,1994,0.03538478,-8.99E-05,0
28533,1994,1994,-0.230730062,0.028703963,0
28538,1994,1994,-0.09371897,-0.039962471,0
28539,1994,1994,0.172930964,0.022465255,0
28540,1994,1994,-0.100757588,-0.005674018,0
28543,1994,1994,0.081669197,0.002807553,0
28596,1994,1994,0.286720746,0.035094388,0
28600,1994,1994,0.123304192,0.007048122,0
28602,1994,1994,-0.058695131,-0.027300499,0
28610,1994,1994,-0.030807719,-0.038087517,0
28615,1994,1994,0.183074417,-0.000886697,1
28618,1994,1994,0.038840253,-0.011346891,0
28621,1994,1994,-0.247118446,-0.069950476,0
28624,1994,1994,0.139713865,0.024753919,0
28627,1994,1994,0.111522174,-0.083079197,0
28635,1994,1994,0.133609336,0.001017837,0
28636,1994,1994,-0.226152931,-0.012056343,0
28651,1994,1994,-0.133927944,-0.073187053,0
28678,1994,1994,-0.406012267,0.007833388,0
28688,1994,1994,-0.061081703,-0.016842477,0
28690,1994,1994,0.080869393,-0.066537075,0
28692,1994,1994,0.150187685,0.003974261,0
28702,1994,1994,0.021671022,0.009569259,0
28703,1994,1994,-0.062011615,-0.04964108,0
28704,1994,1994,-0.102790508,-0.094729573,0
28712,1994,1994,0.052857995,0.008535769,0
28742,1994,1994,0.138879796,0.017326273,0
28743,1994,1994,0.245188401,-0.005678182,0
28756,1994,1994,-0.052159721,0.00686399,0
28766,1994,1994,-0.444286841,0.019229898,0
28767,1994,1994,-0.017527155,0.013820847,0
28770,1994,1994,0.009834937,-0.010300152,0
28787,1994,1994,-0.191456742,0.000937763,0
28794,1994,1994,-0.021063619,0.012298486,0
28801,1994,1994,0.09613773,0.003767615,0
28811,1994,1994,0.069095585,-0.092601858,0
28848,1994,1994,-0.028901119,0.010039728,0
28881,1994,1994,-0.076315651,0.031930961,0
28893,1994,1994,-0.12865717,-0.052077942,0
28905,1994,1994,-0.091338543,0.001351862,0
28938,1994,1994,-0.131990659,0.017744908,0
28940,1994,1994,-0.01753383,0.024746887,0
28944,1994,1994,0.002678009,-0.000584305,0
28981,1994,1994,0.033107275,0.006311151,0
29001,1994,1994,0.295332025,0.006202968,0
29015,1994,1994,0.258786124,0.025660653,0
29029,1994,1994,0.13840712,0.009921153,0
29035,1994,1994,0.196869412,0.002766369,0
29065,1994,1994,0.003870171,0.034200922,0
29068,1994,1994,-0.138896944,-0.056207165,0
29077,1994,1994,-0.109608488,-0.005489077,0
29085,1994,1994,0.266854238,0.034277063,0
29092,1994,1994,0.005238363,0.019667676,0
29093,1994,1994,-0.28596167,-0.033427451,0
29095,1994,1994,0.20561066,0.013394083,0
29115,1994,1994,-0.053266802,0.033090528,0
29120,1994,1994,0.015290441,0.039878938,0
29133,1994,1994,-0.129333054,0.010529053,0
29144,1994,1994,0.147565778,0.01423576,0
29163,1994,1994,-0.016974287,0.023624651,0
29216,1994,1994,-0.150033703,0.00593827,0
29236,1994,1994,-0.212127061,0.031675357,0
29250,1994,1994,0.076685065,0.015930381,0
29268,1994,1994,-0.026067639,0.028948201,0
29274,1994,1994,0.021639675,0.047252763,0
29288,1994,1994,0.155975662,-0.004849908,0
29292,1994,1994,-0.092134434,0.011177636,0
29312,1994,1994,0.053052976,0.028891552,0
29341,1994,1994,-0.021224194,-0.030851929,0
29345,1994,1994,-0.238418739,0.012434111,0
29349,1994,1994,-0.063936673,0.001352396,0
29352,1994,1994,-0.044375372,-0.001648929,0
29356,1994,1994,0.106613254,0.012781626,0
29367,1994,1994,-0.082733908,-0.004180505,0
29369,1994,1994,0.030938551,0.013527438,0
29374,1994,1994,-0.059455962,0.022560902,0
29392,1994,1994,0.036099766,0.04845383,0
29411,1994,1994,-0.459649048,-0.010584497,0
29414,1994,1994,-0.124102617,0.03868996,0
29424,1994,1994,-0.055433321,0.028990669,0
29436,1994,1994,0.31913099,-0.008072868,0
29454,1994,1994,-0.029520385,-0.000386507,0
29459,1994,1994,0.190628832,-0.006025943,0
29461,1994,1994,-0.140522538,0.011157084,0
1004,1994,1995,-0.07751115,-0.004459069,0
1013,1995,1995,-0.093325713,-0.008376666,0
1036,1995,1995,0.025530023,0.0181135,0
1038,1994,1995,0.152209585,-0.003970277,0
1076,1994,1995,-0.051385401,0.00449433,0
1078,1995,1995,-0.110846598,0.009300251,0
1098,1995,1995,0.390628393,0.030096766,0
1115,1995,1995,-0.066843133,-0.000915012,0
1161,1995,1995,0.021619578,-0.017086608,0
1203,1995,1995,0.198682809,0.008722561,0
1209,1995,1995,-0.014368358,0.010782711,0
1213,1995,1995,0.122512812,-0.008790927,0
1230,1995,1995,0.052405563,-0.049403757,0
1240,1994,1995,0.084445656,0.01869099,0
1243,1995,1995,-0.00173668,-0.010155949,0
1246,1995,1995,0.070916119,-0.001069243,0
1254,1995,1995,-0.057488547,-0.016603649,0
1281,1995,1995,0.052046071,-0.012209392,0
1297,1995,1995,0.062613157,0.016268125,0
1300,1995,1995,0.046243622,0.006042488,0
1351,1995,1995,-0.089046309,0.024792239,0
1356,1995,1995,0.052939685,0.020806383,0
1359,1995,1995,0.01338059,0.009616307,0
1372,1995,1995,-0.016043776,0.004184771,0
1380,1995,1995,-0.04332163,-0.011797735,0
1382,1995,1995,-0.091111257,0.007599224,0
1392,1995,1995,-0.225931402,-0.010232531,0
1408,1995,1995,0.002055971,-0.004293506,0
1411,1995,1995,-0.027747921,0.007693886,0
1468,1994,1995,-0.018180536,0.002463437,0
1478,1995,1995,-0.048299257,0.014383962,0
1543,1995,1995,0.090227731,0.012293969,0
1562,1994,1995,-0.108361452,-0.037551533,0
1573,1994,1995,0.018144412,0.005808151,0
1598,1995,1995,-0.054409886,0.006604943,0
1602,1995,1995,-0.020349876,0.007481552,0
1608,1995,1995,-0.001434559,0.008100109,0
1609,1995,1995,-0.032006281,0.010608409,0
1632,1995,1995,0.151151697,0.014255681,0
1634,1995,1995,0.241313711,0.052222263,0
1651,1995,1995,0.077429878,0.029160039,0
1655,1994,1995,0.063510108,0.00389241,0
1661,1995,1995,-0.092009572,0.005539099,0
1663,1995,1995,-0.014731332,-0.000440239,0
1677,1995,1995,0.103591922,0.009186406,0
1678,1995,1995,0.063515868,0.013107686,0
1686,1994,1995,0.192469637,0.011412626,0
1690,1995,1995,-0.105404346,-0.018695517,0
1704,1995,1995,0.581545912,0.04432179,0
1706,1995,1995,0.113929652,0.010953805,0
1722,1995,1995,-0.024916172,-0.020087089,0
1743,1995,1995,-0.022305099,-0.080472998,0
1762,1995,1995,-0.059453543,0.000887146,0
1766,1995,1995,-0.098914809,-0.011235008,0
1773,1995,1995,0.070178473,0.01714527,0
1786,1995,1995,-0.07909179,-0.02353074,0
1789,1995,1995,0.060118906,0.027463106,0
1848,1995,1995,-0.019110725,0.015086851,0
1849,1995,1995,0.115938586,0.000718817,0
1865,1995,1995,0.100523061,0.001455139,0
1878,1994,1995,0.431159862,0.018142574,0
1891,1995,1995,-0.012348443,0.005612207,0
1913,1995,1995,0.087385631,0.014916849,0
1919,1995,1995,0.059112795,0.011285772,0
1920,1995,1995,-0.005338145,0.049739003,0
1940,1995,1995,-0.119229468,0.007581281,0
1968,1995,1995,0.054926692,0.005521318,0
1976,1995,1995,0.07387475,0.00439595,0
1981,1995,1995,0.021966001,0.008057396,0
1988,1995,1995,0.001972361,0.010573399,0
1989,1995,1995,-0.128859412,0.007341329,0
1990,1995,1995,0.063476129,0.030880583,0
2006,1994,1995,-0.362545358,-0.025960255,0
2034,1995,1995,0.013252705,0.004020942,0
2044,1995,1995,-0.008029951,-0.014765656,0
2055,1995,1995,-0.005204587,-0.002493755,0
2080,1995,1995,-0.084364062,0.000372607,0
2085,1995,1995,-0.051121369,-0.008389265,0
2086,1995,1995,-0.02541412,0.01149206,0
2101,1995,1995,0.018418087,0.00797407,0
2111,1995,1995,-0.005333136,0.010860956,0
2128,1995,1995,0.012987865,0.004844721,0
2150,1995,1995,0.044426931,-0.014277436,0
2154,1995,1995,-0.064581288,0.006112876,0
2169,1995,1995,0.018954503,0.004745299,0
2184,1994,1995,-0.133942893,-0.004323983,0
2189,1995,1995,-0.081805639,-0.016539408,0
2190,1995,1995,0.00300542,0.000657553,0
2193,1995,1995,0.003906607,-0.002672866,0
2201,1994,1995,0.012165821,0.00271272,0
2213,1995,1995,-0.062364077,-0.001078749,0
2226,1995,1995,0.060798015,0.004727018,0
2230,1994,1995,0.26804223,0.007207296,0
2255,1995,1995,-0.046840117,0.015329234,0
2282,1994,1995,-0.067000612,0.001196661,0
2285,1995,1995,0.02367098,0.027465405,0
2290,1995,1995,-0.114872722,0.014209582,0
2294,1995,1995,-0.033958254,-0.10683344,0
2308,1995,1995,0.04328598,0.020817798,0
2312,1995,1995,0.034700275,0.019613676,0
2322,1995,1995,0.119731655,-0.052764203,0
2337,1995,1995,0.020194267,0.041167192,0
2352,1995,1995,0.175424047,0.029062605,0
2375,1995,1995,-0.058589862,-0.002897708,0
2390,1995,1995,-0.037696286,0.001422508,0
2403,1995,1995,0.062028504,0.020588925,0
2436,1994,1995,0.000805277,0.024212837,0
2437,1995,1995,0.087531911,-0.018586732,0
2439,1995,1995,-0.091357299,0.009850607,0
2444,1995,1995,0.076439794,0.009494793,0
2448,1995,1995,0.065945452,0.007295976,0
2464,1995,1995,-0.076099951,-0.059656221,0
2484,1995,1995,0.05056059,-0.066540428,0
2498,1995,1995,0.691949052,0.049068116,0
2508,1995,1995,0.081935171,0.020956617,0
2518,1995,1995,-0.041141326,0.046904165,0
2536,1994,1995,0.158914628,0.012711423,0
2537,1995,1995,0.142396489,0.003741142,0
2538,1995,1995,0.111245617,-0.006719144,0
2553,1995,1995,0.06022604,-0.12134245,0
2554,1995,1995,-0.209976383,-0.084316313,0
2562,1995,1995,0.001506606,-0.00233976,0
2574,1995,1995,-0.004541064,0.014950694,0
2593,1995,1995,-0.014712033,0.033508047,0
2602,1995,1995,0.057058268,0.005036055,0
2615,1994,1995,0.304545059,0.054659158,0
2616,1995,1995,-0.016204573,0.043632232,0
2625,1995,1995,-0.198992969,-0.015453377,0
2633,1995,1995,-0.005183551,-0.024649058,0
2663,1995,1995,-0.022955892,-0.078505702,0
2697,1995,1995,-0.064862599,0.016302396,0
2710,1995,1995,-0.325192526,0.003727491,0
2740,1995,1995,0.080040654,0.001547363,0
2751,1995,1995,0.153230458,0.00864121,0
2771,1995,1995,0.03706719,0.006141362,0
2787,1995,1995,-0.00975408,0.041970376,0
2797,1994,1995,0.131808587,-0.061960172,0
2802,1994,1995,0.159739319,0.032737926,0
2807,1994,1995,-0.036467253,0.00751834,0
2812,1995,1995,0.055000876,-0.008567421,0
2817,1995,1995,0.016353472,0.031973913,0
2818,1994,1995,-0.028893349,-0.017077561,0
2845,1994,1995,-0.091943591,0.001791835,0
2872,1995,1995,-0.110524195,-0.012050935,0
2916,1995,1995,0.103789627,0.037173282,0
2917,1995,1995,0.060581543,0.023930298,0
2938,1994,1995,-0.172107544,-0.018197376,0
2940,1995,1995,0.196689577,-0.074300267,0
2953,1995,1995,0.446920502,0.015843337,0
2960,1995,1995,0.009167657,-0.033849169,0
2982,1995,1995,-0.054230606,0.024456847,0
2991,1995,1995,0.050044237,0.005172404,0
3007,1995,1995,-0.033013318,0.000543912,0
3011,1995,1995,0.077970893,-0.075197078,0
3022,1995,1995,0.367047868,-0.003914489,0
3026,1995,1995,0.087689462,0.027783623,0
3041,1995,1995,0.101724056,0.004178074,0
3053,1995,1995,-0.252264418,0.001225693,0
3062,1994,1995,-0.050343454,0.004393108,0
3063,1994,1995,-0.062114011,-0.000641403,0
3087,1994,1995,0.0540901,0.005393345,0
3093,1995,1995,-0.032401482,0.010413572,0
3103,1995,1995,-0.120851959,0.015254162,0
3107,1995,1995,-0.034742268,0.022876726,0
3121,1995,1995,0.006248525,0.008361086,0
3126,1995,1995,0.010058489,0.012024903,0
3129,1995,1995,-0.090318281,-0.010744032,0
